Date,Close,Search_Interest,Return_1d,Close_lag_1,Close_lag_3,Close_lag_5,MA_5,MA_10,Trend_lag_1,Trend_lag_3
2025-03-10,222.1499938964844,100.0,-0.1542620682219511,262.6700134277344,279.1000061035156,284.6499938964844,259.8820068359375,275.25900268554693,47.0,47.0
2025-03-11,230.5800018310547,100.0,0.037947369642955975,222.1499938964844,263.45001220703125,272.0400085449219,251.59000549316406,268.0370040893555,100.0,47.0
2025-03-12,248.08999633789065,100.0,0.07593891216839133,230.5800018310547,262.6700134277344,279.1000061035156,245.38800354003905,263.76600494384763,100.0,47.0
2025-03-13,240.67999267578125,100.0,-0.02986820819658209,248.08999633789065,222.1499938964844,263.45001220703125,240.83399963378906,259.63900299072264,100.0,100.0
2025-03-14,249.97999572753903,100.0,0.038640532386444715,240.67999267578125,230.5800018310547,262.6700134277344,238.29599609375,255.33900146484376,100.0,100.0
2025-03-17,238.00999450683597,94.0,-0.04788383640805216,249.97999572753903,248.08999633789065,222.1499938964844,241.4679962158203,250.6750015258789,100.0,100.0
2025-03-18,225.30999755859372,94.0,-0.05335909096824709,238.00999450683597,240.67999267578125,230.5800018310547,240.41399536132812,246.0020004272461,94.0,100.0
2025-03-19,235.8600006103516,94.0,0.04682438935722,225.30999755859372,249.97999572753903,248.08999633789065,237.9679962158203,241.6779998779297,94.0,100.0
2025-03-20,236.25999450683597,94.0,0.0016958954271570903,235.8600006103516,238.00999450683597,240.67999267578125,237.08399658203126,238.95899810791016,94.0,94.0
2025-03-21,248.7100067138672,94.0,0.052696235065183616,236.25999450683597,225.30999755859372,249.97999572753903,236.8299987792969,237.56299743652343,94.0,94.0
2025-03-24,278.3900146484375,64.0,0.11933580126800525,248.7100067138672,235.8600006103516,238.00999450683597,244.9060028076172,243.18699951171874,94.0,94.0
2025-03-25,288.1400146484375,64.0,0.03502280788451673,278.3900146484375,236.25999450683597,225.30999755859372,257.4720062255859,248.94300079345703,64.0,94.0
2025-03-26,272.0599975585937,64.0,-0.05580626179068948,288.1400146484375,248.7100067138672,235.8600006103516,264.7120056152344,251.34000091552736,64.0,94.0
2025-03-27,273.1300048828125,64.0,0.003932982922226103,272.0599975585937,278.3900146484375,236.25999450683597,272.0860076904297,254.58500213623046,64.0,64.0
2025-03-28,263.54998779296875,64.0,-0.03507493471452938,273.1300048828125,288.1400146484375,248.7100067138672,275.05400390625,255.94200134277344,64.0,64.0
2025-03-31,259.1600036621094,78.0,-0.016657121359109794,263.54998779296875,272.0599975585937,278.3900146484375,271.2080017089844,258.05700225830077,64.0,64.0
2025-04-01,268.4599914550781,78.0,0.035885119854736525,259.1600036621094,273.1300048828125,288.1400146484375,267.2719970703125,262.3720016479492,78.0,64.0
2025-04-02,282.760009765625,78.0,0.05326685079977622,268.4599914550781,263.54998779296875,272.0599975585937,269.41199951171876,267.06200256347654,78.0,64.0
2025-04-03,267.2799987792969,78.0,-0.05474611137253549,282.760009765625,259.1600036621094,273.1300048828125,268.24199829101565,270.1640029907227,78.0,78.0
2025-04-04,239.42999267578125,78.0,-0.10419786826814681,267.2799987792969,268.4599914550781,263.54998779296875,263.4179992675781,269.2360015869141,78.0,78.0
2025-04-07,233.2899932861328,73.0,-0.025644236634809525,239.42999267578125,282.760009765625,259.1600036621094,258.24399719238284,264.7259994506836,78.0,78.0
2025-04-08,221.8600006103516,73.0,-0.048994783337158454,233.2899932861328,267.2799987792969,268.4599914550781,248.9239990234375,258.097998046875,73.0,78.0
2025-04-09,272.20001220703125,73.0,0.22689989839624514,221.8600006103516,239.42999267578125,282.760009765625,246.81199951171874,258.11199951171875,73.0,78.0
