Date,Close,Search_Interest,Return_1d,Close_lag_1,Close_lag_3,Close_lag_5,MA_5,MA_10,Trend_lag_1,Trend_lag_3
2025-10-13,435.8999938964844,17.0,0.054197209585187034,413.489990234375,438.6900024414063,453.25,431.3419982910156,437.9969970703125,22.0,22.0
2025-10-14,429.239990234375,17.0,-0.015278742269702716,435.8999938964844,435.5400085449219,433.0899963378906,430.5719970703125,436.44899597167966,17.0,22.0
2025-10-15,435.1499938964844,17.0,0.013768529951932784,429.239990234375,413.489990234375,438.6900024414063,429.86399536132814,434.0179962158203,17.0,22.0
2025-10-16,428.75,17.0,-0.01470755828163206,435.1499938964844,435.8999938964844,435.5400085449219,428.50599365234376,433.2929962158203,17.0,17.0
2025-10-17,439.30999755859375,17.0,0.02462973191508744,428.75,429.239990234375,413.489990234375,433.6699951171875,434.2409973144531,17.0,17.0
2025-10-20,447.4299926757813,20.0,0.018483519979771268,439.30999755859375,435.1499938964844,435.8999938964844,435.9759948730469,433.65899658203125,17.0,17.0
2025-10-21,442.6000061035156,20.0,-0.010794954856246375,447.4299926757813,428.75,429.239990234375,438.647998046875,434.60999755859376,20.0,17.0
2025-10-22,438.9700012207031,20.0,-0.008201547294971134,442.6000061035156,439.30999755859375,435.1499938964844,439.41199951171876,434.63799743652345,20.0,17.0
2025-10-23,448.9800109863281,20.0,0.022803402824313368,438.9700012207031,447.4299926757813,428.75,443.4580017089844,435.98199768066405,20.0,20.0
2025-10-24,433.7200012207031,20.0,-0.03398817183887881,448.9800109863281,442.6000061035156,439.30999755859375,442.3400024414062,438.0049987792969,20.0,20.0
2025-10-27,452.4200134277344,18.0,0.043115401997602554,433.7200012207031,438.9700012207031,447.4299926757813,443.3380065917969,439.65700073242186,20.0,20.0
2025-10-28,460.5499877929688,18.0,0.017969970655449474,452.4200134277344,448.9800109863281,442.6000061035156,446.9280029296875,442.7880004882812,18.0,20.0
2025-10-29,461.510009765625,18.0,0.0020845119924044475,460.5499877929688,433.7200012207031,438.9700012207031,451.4360046386719,445.4240020751953,18.0,20.0
2025-10-30,440.1000061035156,18.0,-0.04639120107705208,461.510009765625,452.4200134277344,448.9800109863281,449.6600036621094,446.5590026855469,18.0,18.0
2025-10-31,456.55999755859375,18.0,0.03740057084027071,440.1000061035156,460.5499877929688,433.7200012207031,454.2280029296875,448.28400268554685,18.0,18.0
2025-11-03,468.3699951171875,20.0,0.02586735066967427,456.55999755859375,461.510009765625,452.4200134277344,457.4179992675781,450.3780029296875,18.0,18.0
2025-11-04,444.260009765625,20.0,-0.05147636612701911,468.3699951171875,440.1000061035156,460.5499877929688,454.1600036621094,450.54400329589845,20.0,18.0
2025-11-05,462.0700073242188,20.0,0.040089130615176716,444.260009765625,456.55999755859375,461.510009765625,454.2720031738281,452.85400390625,20.0,18.0
2025-11-06,445.9100036621094,20.0,-0.03497306340156048,462.0700073242188,468.3699951171875,440.1000061035156,455.4340026855469,452.5470031738281,20.0,20.0
2025-11-07,429.5199890136719,20.0,-0.03675632866235745,445.9100036621094,444.260009765625,456.55999755859375,450.0260009765625,452.127001953125,20.0,20.0
2025-11-10,445.2300109863281,18.0,0.03657576451501576,429.5199890136719,462.0700073242188,468.3699951171875,445.39800415039065,451.4080017089844,20.0,20.0
2025-11-11,439.6199951171875,18.0,-0.01260026442672324,445.2300109863281,445.9100036621094,444.260009765625,444.4700012207031,449.31500244140625,18.0,20.0
2025-11-12,430.6000061035156,18.0,-0.02051769508633805,439.6199951171875,429.5199890136719,462.0700073242188,438.1760009765625,446.2240020751953,18.0,20.0
2025-11-13,401.989990234375,18.0,-0.06644220962287406,430.6000061035156,445.2300109863281,445.9100036621094,429.3919982910156,442.4130004882812,18.0,18.0
2025-11-14,404.3500061035156,18.0,0.005870832424868633,401.989990234375,439.6199951171875,429.5199890136719,424.3580017089844,437.19200134277344,18.0,18.0
2025-11-17,408.9200134277344,18.0,0.011302107716671506,404.3500061035156,430.6000061035156,445.2300109863281,417.09600219726565,431.24700317382815,18.0,18.0
2025-11-18,401.25,18.0,-0.018756757252943457,408.9200134277344,401.989990234375,439.6199951171875,409.4220031738281,426.9460021972656,18.0,18.0
2025-11-19,403.989990234375,18.0,0.006828636098130891,401.25,404.3500061035156,430.6000061035156,404.1,421.13800048828125,18.0,18.0
2025-11-20,395.2300109863281,18.0,-0.02168365419886953,403.989990234375,408.9200134277344,401.989990234375,402.7480041503906,416.07000122070315,18.0,18.0
2025-11-21,391.0899963378906,18.0,-0.010474950113494086,395.2300109863281,401.25,404.3500061035156,400.09600219726565,412.227001953125,18.0,18.0
2025-11-24,417.7799987792969,14.0,0.0682451678419993,391.0899963378906,403.989990234375,408.9200134277344,401.8679992675781,409.48200073242185,18.0,18.0
2025-11-25,419.3999938964844,14.0,0.0038776272725380423,417.7799987792969,395.2300109863281,401.25,405.497998046875,407.4600006103516,14.0,18.0
2025-11-26,426.5799865722656,14.0,0.017119677587676296,419.3999938964844,391.0899963378906,403.989990234375,410.0159973144531,407.05799865722656,14.0,18.0
2025-11-28,430.1700134277344,14.0,0.008415835173881447,426.5799865722656,417.7799987792969,395.2300109863281,417.0039978027344,409.8760009765625,14.0,14.0
2025-12-01,430.1400146484375,16.0,-6.973703038437584e-05,430.1700134277344,419.3999938964844,391.0899963378906,424.8140014648437,412.4550018310547,14.0,14.0
2025-12-02,429.239990234375,16.0,-0.0020923987153301793,430.1400146484375,426.5799865722656,417.7799987792969,427.1059997558594,414.48699951171875,16.0,14.0
2025-12-03,446.739990234375,16.0,0.04076973347810542,429.239990234375,430.1700134277344,419.3999938964844,432.5739990234375,419.03599853515624,16.0,14.0
2025-12-04,454.5299987792969,16.0,0.017437455153354264,446.739990234375,430.1400146484375,426.5799865722656,438.16400146484375,424.0899993896484,16.0,16.0
2025-12-05,455.0,16.0,0.0010340378456106247,454.5299987792969,429.239990234375,430.1700134277344,443.1299987792969,430.06699829101564,16.0,16.0
2025-12-08,439.5799865722656,14.0,-0.033890139401614006,455.0,446.739990234375,430.1400146484375,445.0179931640625,434.91599731445314,16.0,16.0
2025-12-09,445.1700134277344,14.0,0.01271674558948499,439.5799865722656,454.5299987792969,429.239990234375,448.20399780273436,437.6549987792969,14.0,16.0
2025-12-10,451.4500122070313,14.0,0.01410696720325344,445.1700134277344,455.0,446.739990234375,449.1460021972656,440.86000061035156,14.0,16.0
2025-12-11,446.8900146484375,14.0,-0.010100780674035303,451.4500122070313,439.5799865722656,454.5299987792969,447.6180053710938,442.89100341796876,14.0,14.0
2025-12-12,458.9599914550781,14.0,0.027008830833098685,446.8900146484375,445.1700134277344,455.0,448.4100036621094,445.77000122070314,14.0,14.0
2025-12-15,475.30999755859375,18.0,0.035624033484225714,458.9599914550781,451.4500122070313,439.5799865722656,455.556005859375,450.28699951171876,14.0,14.0
2025-12-16,489.8800048828125,18.0,0.030653694218629735,475.30999755859375,446.8900146484375,445.1700134277344,464.4980041503906,456.3510009765625,18.0,14.0
2025-12-17,467.260009765625,18.0,-0.04617456293730249,489.8800048828125,458.9599914550781,451.4500122070313,467.6600036621094,458.4030029296875,18.0,14.0
2025-12-18,483.3699951171875,18.0,0.034477560704677446,467.260009765625,475.30999755859375,446.8900146484375,474.95599975585935,461.28700256347656,18.0,18.0
2025-12-19,481.2000122070313,18.0,-0.004489279293453219,483.3699951171875,489.8800048828125,458.9599914550781,479.40400390625,463.90700378417966,18.0,18.0
2025-12-22,488.7300109863281,13.0,0.015648376118613028,481.2000122070313,467.260009765625,475.30999755859375,482.0880065917969,468.82200622558594,18.0,18.0
2025-12-23,485.55999755859375,13.0,-0.00648622625268469,488.7300109863281,483.3699951171875,489.8800048828125,481.2240051269531,472.8610046386719,13.0,18.0
2025-12-24,485.3999938964844,13.0,-0.00032952397832164415,485.55999755859375,481.2000122070313,467.260009765625,484.852001953125,476.25600280761716,13.0,18.0
2025-12-26,475.1900024414063,13.0,-0.021034181259704465,485.3999938964844,488.7300109863281,483.3699951171875,483.21600341796875,479.08600158691405,13.0,13.0
2025-12-29,459.6400146484375,10.0,-0.032723726747357684,475.1900024414063,485.55999755859375,481.2000122070313,478.90400390625,479.15400390625,13.0,13.0
2025-12-30,454.4299926757813,10.0,-0.01133500523587172,459.6400146484375,485.3999938964844,488.7300109863281,472.04400024414065,477.0660034179688,10.0,13.0
2025-12-31,449.7200012207031,10.0,-0.010364613980130888,454.4299926757813,475.1900024414063,485.55999755859375,464.8760009765625,473.0500030517578,10.0,13.0
2026-01-02,438.0700073242188,10.0,-0.02590499391813128,449.7200012207031,459.6400146484375,485.3999938964844,455.4100036621095,470.13100280761716,10.0,10.0
2026-01-05,451.6700134277344,10.0,0.031045280151877908,438.0700073242188,454.4299926757813,475.1900024414063,450.706005859375,466.96100463867185,10.0,10.0
2026-01-06,432.9599914550781,10.0,-0.041424095947095174,451.6700134277344,449.7200012207031,459.6400146484375,445.3700012207031,462.1370025634766,10.0,10.0
2026-01-07,431.4100036621094,10.0,-0.0035799792672750463,432.9599914550781,438.0700073242188,454.4299926757813,440.76600341796876,456.4050018310547,10.0,10.0
2026-01-08,435.7999877929688,10.0,0.01017589785492734,431.4100036621094,451.6700134277344,449.7200012207031,437.98200073242185,451.4290008544922,10.0,10.0
2026-01-09,445.010009765625,10.0,0.02113359850994656,435.7999877929688,432.9599914550781,438.0700073242188,439.3700012207031,447.39000244140624,10.0,10.0
